# Calibration file of tamex_id 5 @ channel 7
# fine_T bin		 Calibration value
1		0
2		0
3		0
4		0
5		0
6		0
7		0
8		0
9		0
10		0
11		0
12		0
13		0
14		0
15		0
16		0
17		0
18		0.00299867
19		0.00796868
20		0.00898212
21		0.0127235
22		0.0135009
23		0.0177838
24		0.0184918
25		0.0198801
26		0.0246488
27		0.0250652
28		0.0263425
29		0.029119
30		0.0308335
31		0.0333879
32		0.035151
33		0.0382052
34		0.0384482
35		0.0439527
36		0.0447024
37		0.0456533
38		0.0457852
39		0.0486936
40		0.0500958
41		0.0536151
42		0.0555864
43		0.0577591
44		0.0587031
45		0.0602024
46		0.0607716
47		0.0658874
48		0.0681572
49		0.0683169
50		0.072558
51		0.0741198
52		0.0763758
53		0.0773267
54		0.080374
55		0.0818595
56		0.0835184
57		0.085823
58		0.0873362
59		0.0890785
60		0.0929795
61		0.0956797
62		0.0959018
63		0.096943
64		0.0998584
65		0.1009
66		0.103912
67		0.106918
68		0.107681
69		0.111881
70		0.113033
71		0.114199
72		0.115699
73		0.117691
74		0.12239
75		0.12332
76		0.123764
77		0.127193
78		0.129123
79		0.130574
80		0.133795
81		0.136134
82		0.137383
83		0.139827
84		0.14209
85		0.143054
86		0.145144
87		0.150072
88		0.151363
89		0.152502
90		0.1533
91		0.156694
92		0.157493
93		0.160186
94		0.161359
95		0.164482
96		0.165128
97		0.167592
98		0.167932
99		0.17218
100		0.174145
101		0.176081
102		0.176665
103		0.180357
104		0.181447
105		0.183294
106		0.183897
107		0.188201
108		0.190485
109		0.191797
110		0.192713
111		0.196198
112		0.199828
113		0.200772
114		0.20359
115		0.203902
116		0.206859
117		0.207082
118		0.210379
119		0.211552
120		0.214592
121		0.218327
122		0.21891
123		0.219097
124		0.221742
125		0.226622
126		0.226844
127		0.228475
128		0.230647
129		0.233709
130		0.234479
131		0.236957
132		0.237485
133		0.24167
134		0.242663
135		0.243545
136		0.243774
137		0.250618
138		0.251104
139		0.254255
140		0.254422
141		0.258281
142		0.262196
143		0.262376
144		0.264723
145		0.264896
146		0.267923
147		0.270144
148		0.2724
149		0.274996
150		0.277231
151		0.280153
152		0.280889
153		0.281569
154		0.285123
155		0.285894
156		0.288372
157		0.289906
