# Calibration file of tamex_id 2 @ channel 58
# fine_T bin		 Calibration value
1		0
2		0
3		0
4		0
5		0
6		0
7		0
8		0
9		0
10		0
11		0
12		0
13		0
14		0
15		0
16		0
17		0
18		0.00320956
19		0.00561834
20		0.00893768
21		0.0136519
22		0.0137682
23		0.0152212
24		0.0160736
25		0.0194705
26		0.0241201
27		0.0247142
28		0.0260123
29		0.0268066
30		0.030423
31		0.0312431
32		0.0333097
33		0.0369196
34		0.0378172
35		0.0399225
36		0.0424734
37		0.0434227
38		0.0444688
39		0.0473749
40		0.0505909
41		0.0514304
42		0.0550727
43		0.05732
44		0.0581724
45		0.0589667
46		0.0609687
47		0.0653277
48		0.0656958
49		0.0679561
50		0.0686665
51		0.0710559
52		0.0745431
53		0.075092
54		0.0769842
55		0.0803164
56		0.0813109
57		0.0829383
58		0.0858573
59		0.0875622
60		0.0902615
61		0.0911398
62		0.0931224
63		0.0936778
64		0.0987213
65		0.0995996
66		0.101815
67		0.103403
68		0.103694
69		0.108654
70		0.109157
71		0.110274
72		0.111598
73		0.114847
74		0.117301
75		0.11814
76		0.118463
77		0.122693
78		0.126219
79		0.126348
80		0.126561
81		0.132767
82		0.133452
83		0.13413
84		0.135337
85		0.138043
86		0.140852
87		0.142751
88		0.1437
89		0.147478
90		0.147982
91		0.148176
92		0.151379
93		0.155195
94		0.156965
95		0.15794
96		0.158205
97		0.163423
98		0.164262
99		0.164721
100		0.168337
101		0.168931
102		0.172186
103		0.175609
104		0.176074
105		0.176635
106		0.179994
107		0.182964
108		0.184366
109		0.185838
110		0.186555
111		0.190752
112		0.191082
113		0.19351
114		0.195273
115		0.200174
116		0.201001
117		0.202958
118		0.204953
119		0.20669
120		0.209848
121		0.211424
122		0.213452
123		0.217249
124		0.21816
125		0.219561
126		0.221395
127		0.225476
128		0.227523
129		0.227724
130		0.230287
131		0.230901
132		0.23617
133		0.237598
134		0.237804
135		0.239864
136		0.240904
137		0.244811
138		0.246374
139		0.247627
140		0.249532
141		0.251611
142		0.254498
143		0.255964
144		0.257701
145		0.261369
146		0.261673
147		0.262473
148		0.264133
149		0.269861
150		0.272154
151		0.272644
152		0.273038
153		0.275241
154		0.278192
155		0.280316
156		0.283461
